serial,year,month,day,local pressure,sea pressure,total preci,hr1 preci,min10 preci,avg temp,max temp,min temp,avg humid,min humid,sun hours,bloom
3801,1971,5,30,1010.3,1014.5,0.0,0.0,0.0,18.6,21.2,16.1,80,68,1.3,0
3802,1971,5,31,1008.7,1012.9,0.0,0.0,0.0,20.8,25.8,16.7,71,45,2.6,0
3803,1971,6,1,1005.7,1009.9,8.5,6.5,1.5,20.3,25.2,16.0,68,45,4.4,0
3804,1971,6,2,1007.8,1012.0,0.0,0.0,0.0,20.4,24.8,16.2,66,43,8.3,0
3805,1971,6,3,1008.9,1013.1,1.5,1.5,1.0,19.9,23.4,17.8,78,61,0.0,0
3806,1971,6,4,993.9,998.0,5.5,1.5,0.5,20.7,24.8,18.0,85,68,0.2,0
3807,1971,6,5,995.2,999.3,0.0,0.0,0.0,21.1,24.7,16.7,54,37,3.9,0
3808,1971,6,6,998.6,1002.8,27.5,7.0,2.0,17.4,20.3,15.6,83,68,0.0,0
3809,1971,6,7,1010.0,1014.2,0.0,0.0,0.0,21.0,24.7,15.4,66,51,8.8,0
3810,1971,6,8,1013.8,1018.0,0.0,0.0,0.0,21.8,26.0,17.7,70,43,7.1,0
3811,1971,6,9,1009.6,1013.7,0.0,0.0,0.0,23.2,27.8,19.6,67,44,10.7,0
3812,1971,6,10,1008.1,1012.3,0.0,0.0,0.0,21.3,24.1,18.6,78,66,0.0,0
3813,1971,6,11,997.6,1001.7,1.5,0.5,0.5,24.1,28.9,21.1,80,63,2.4,0
3814,1971,6,12,997.0,1001.1,8.5,2.0,1.0,20.4,23.1,17.5,89,79,0.0,0
3815,1971,6,13,1005.1,1009.3,0.0,0.0,0.0,18.9,21.7,17.0,76,62,1.5,0
3816,1971,6,14,1004.2,1008.4,0.0,0.0,0.0,19.8,22.8,16.2,73,58,0.0,0
3817,1971,6,15,1001.5,1005.6,0.0,0.0,0.0,21.9,26.0,18.7,73,56,3.4,0
3818,1971,6,16,1000.0,1004.1,14.0,4.5,1.5,19.9,20.9,19.1,85,79,0.0,0
3819,1971,6,17,1000.4,1004.5,0.0,0.0,0.0,21.8,26.8,17.0,76,58,11.3,0
3820,1971,6,18,999.1,1003.2,0.0,0.0,0.0,24.6,29.7,20.7,59,35,8.0,0
3821,1971,6,19,1002.0,1006.1,0.0,0.0,0.0,21.5,24.9,19.3,62,50,7.5,0
3822,1971,6,20,1004.8,1009.0,2.5,1.5,1.0,18.7,20.2,17.0,72,62,0.0,0
3823,1971,6,21,1004.2,1008.4,15.5,4.0,1.5,17.5,19.5,15.8,85,78,0.0,0
3824,1971,6,22,1005.6,1009.8,0.0,0.0,0.0,19.5,21.9,17.2,79,71,0.0,0
3825,1971,6,23,1005.0,1009.1,0.0,0.0,0.0,22.1,26.8,18.7,74,57,8.7,0
3826,1971,6,24,1008.4,1012.6,0.0,0.0,0.0,21.7,24.0,20.2,76,67,0.0,0
3827,1971,6,25,1007.0,1011.1,0.0,0.0,0.0,23.1,26.6,20.1,72,57,4.7,0
3828,1971,6,26,1008.2,1012.3,0.0,0.0,0.0,24.6,29.4,20.2,64,37,6.0,0
3829,1971,6,27,1006.5,1010.6,0.0,0.0,0.0,23.1,25.3,20.9,75,62,1.6,0
3830,1971,6,28,999.4,1003.5,1.0,1.0,0.5,25.6,30.7,21.2,71,47,5.1,0
3831,1971,6,29,997.3,1001.4,5.5,4.0,1.5,21.3,24.5,18.7,74,64,0.3,0
3832,1971,6,30,1005.5,1009.7,0.0,0.0,0.0,20.5,23.6,17.9,67,59,2.1,0
3833,1971,7,1,1006.8,1011.0,0.0,0.0,0.0,21.1,22.5,19.0,70,59,0.7,0
3834,1971,7,2,1007.1,1011.3,17.0,3.5,1.0,19.7,20.9,18.6,81,70,0.0,0
3835,1971,7,3,1004.2,1008.3,2.5,0.5,0.5,22.6,25.0,19.9,89,83,0.0,0
3836,1971,7,4,1002.9,1007.0,0.0,0.0,0.0,25.4,29.5,22.2,85,71,6.0,0
3837,1971,7,5,1002.6,1006.6,0.0,0.0,0.0,27.1,31.4,23.0,79,67,7.0,0
3838,1971,7,6,1002.4,1006.4,0.0,0.0,0.0,27.4,32.0,24.5,72,60,6.2,0
3839,1971,7,7,1000.5,1004.6,13.0,7.0,4.0,25.8,29.4,23.9,82,65,1.9,0
3840,1971,7,8,997.4,1001.3,2.0,1.0,1.0,28.3,33.7,23.1,71,50,8.1,0
3841,1971,7,9,1002.0,1006.0,0.0,0.0,0.0,28.6,32.4,25.9,69,55,9.2,0
3842,1971,7,10,1005.8,1009.8,0.0,0.0,0.0,27.0,30.3,24.0,75,58,0.7,0
3843,1971,7,11,1003.0,1007.0,0.0,0.0,0.0,28.4,32.1,24.7,70,56,8.8,0
3844,1971,7,12,1004.3,1008.3,0.0,0.0,0.0,27.1,30.8,24.1,67,59,3.9,0
3845,1971,7,13,1006.7,1010.8,0.0,0.0,0.0,24.9,28.2,23.1,75,48,1.5,0
3846,1971,7,14,1004.5,1008.5,0.0,0.0,0.0,26.1,30.6,22.9,74,54,5.0,0
3847,1971,7,15,1004.4,1008.5,0.0,0.0,0.0,26.5,30.1,24.1,73,52,3.3,0
3848,1971,7,16,1000.1,1004.2,22.0,20.5,10.0,26.5,31.6,22.3,75,59,7.1,0
3849,1971,7,17,997.7,1001.7,31.0,25.5,10.0,25.7,30.0,21.7,79,60,2.7,0
3850,1971,7,18,996.6,1000.7,51.5,41.0,19.5,23.2,27.9,19.9,82,67,5.3,0
3851,1971,7,19,996.4,1000.5,3.0,2.0,1.5,23.4,28.8,19.7,74,54,9.6,0
3852,1971,7,20,999.7,1003.8,0.0,0.0,0.0,24.6,28.7,20.7,68,48,11.3,0
3853,1971,7,21,1000.0,1004.1,0.0,0.0,0.0,24.9,28.4,21.7,70,54,5.7,0
3854,1971,7,22,996.4,1000.5,3.0,3.0,1.0,25.1,27.6,22.8,75,67,0.0,0
3855,1971,7,23,997.9,1002.0,0.0,1.5,0.0,26.8,30.7,22.9,71,54,6.2,0
3856,1971,7,24,1002.6,1006.7,0.5,0.5,0.5,27.3,31.0,24.3,70,55,8.0,0
3857,1971,7,25,1006.4,1010.5,0.0,0.0,0.0,26.0,29.8,23.3,75,61,4.7,0
3858,1971,7,26,1005.5,1009.6,8.0,3.5,2.0,23.9,25.7,22.2,88,78,0.0,0
3859,1971,7,27,1006.3,1010.4,0.0,0.0,0.0,24.8,28.4,22.1,77,59,2.5,0
3860,1971,7,28,1006.2,1010.3,0.0,0.0,0.0,26.7,31.4,23.1,73,58,6.8,0
3861,1971,7,29,1005.2,1009.2,0.0,0.0,0.0,28.0,31.2,25.1,72,60,11.2,0
3862,1971,7,30,1004.6,1008.6,0.0,0.0,0.0,27.9,31.9,24.9,76,60,6.5,0
3863,1971,7,31,1005.3,1009.3,0.0,0.0,0.0,28.5,32.9,24.2,70,47,11.2,0
3864,1971,8,1,1005.9,1009.9,0.0,0.0,0.0,28.5,33.1,24.9,72,49,10.2,0
3865,1971,8,2,1004.7,1008.7,0.0,0.0,0.0,29.3,33.4,26.2,69,53,11.2,0
3866,1971,8,3,1002.7,1006.7,0.0,0.0,0.0,28.9,32.4,26.5,72,57,8.5,0
3867,1971,8,4,1002.8,1006.8,0.0,0.0,0.0,28.6,32.7,26.7,72,53,10.8,0
3868,1971,8,5,1004.9,1009.0,4.5,3.0,3.0,28.0,30.8,25.9,79,64,9.2,0
3869,1971,8,6,1008.2,1012.2,0.0,0.0,0.0,28.5,32.1,26.8,71,54,11.1,0
3870,1971,8,7,1009.9,1013.9,0.0,0.0,0.0,29.5,33.8,26.2,66,52,11.9,0
3871,1971,8,8,1011.1,1015.2,0.0,0.0,0.0,28.6,33.2,24.7,69,55,9.8,0
3872,1971,8,9,1011.4,1015.4,0.0,0.0,0.0,28.0,31.8,24.3,66,55,7.2,0
3873,1971,8,10,1010.4,1014.5,0.0,0.0,0.0,27.9,32.1,24.9,74,57,9.9,0
3874,1971,8,11,1007.2,1011.2,0.0,0.0,0.0,29.1,34.4,24.6,62,46,11.2,0
3875,1971,8,12,1004.3,1008.4,0.0,0.0,0.0,28.1,32.6,25.5,72,50,8.4,0
3876,1971,8,13,1001.5,1005.5,0.0,0.0,0.0,28.9,33.8,24.4,63,42,7.7,0
3877,1971,8,14,1003.0,1007.1,0.0,0.0,0.0,27.9,32.3,25.4,61,39,7.4,0
3878,1971,8,15,1000.9,1004.9,0.0,0.0,0.0,27.4,31.7,23.7,70,55,6.8,0
3879,1971,8,16,994.7,998.7,0.0,0.0,0.0,27.9,32.0,23.8,70,54,7.8,0
3880,1971,8,17,1000.0,1004.1,0.0,0.0,0.0,24.3,27.6,22.6,65,50,1.3,0
3881,1971,8,18,1008.6,1012.8,0.0,0.0,0.0,22.6,25.5,20.9,57,46,4.3,0
3882,1971,8,19,1011.1,1015.3,9.5,9.5,5.0,21.9,26.5,19.4,69,55,1.4,0
3883,1971,8,20,1008.3,1012.4,1.5,0.5,0.5,21.9,24.0,19.8,71,62,0.0,0
3884,1971,8,21,1002.9,1007.0,0.0,0.0,0.0,24.4,28.7,20.4,74,57,6.0,0
3885,1971,8,22,1003.5,1007.5,1.5,1.5,0.5,25.7,29.3,23.2,80,63,1.5,0
3886,1971,8,23,1001.8,1005.8,0.0,0.0,0.0,27.5,31.9,24.1,74,59,6.6,0
3887,1971,8,24,1004.5,1008.6,1.5,1.5,0.5,24.6,27.0,22.8,83,71,0.0,0
3888,1971,8,25,1008.5,1012.6,3.0,2.0,1.5,23.9,27.4,22.3,83,64,1.8,0
3889,1971,8,26,1011.9,1016.1,0.0,0.0,0.0,24.2,27.0,21.7,78,67,0.4,0
3890,1971,8,27,1011.8,1015.9,0.0,0.0,0.0,26.8,31.7,22.6,74,43,7.9,0
3891,1971,8,28,1010.2,1014.2,0.0,0.0,0.0,28.3,33.4,23.9,73,51,11.3,0
3892,1971,8,29,1008.4,1012.5,0.0,0.0,0.0,26.7,30.8,23.7,79,64,5.9,0
3893,1971,8,30,1005.7,1009.8,4.0,2.0,1.0,26.7,32.3,21.9,75,46,5.6,0
3894,1971,8,31,988.6,992.6,169.5,29.0,9.0,22.2,24.8,20.3,94,88,0.0,0
3895,1971,9,1,996.9,1001.0,7.5,5.5,1.5,22.9,28.1,19.4,65,45,4.9,0
3896,1971,9,2,1010.7,1014.9,0.0,0.5,0.0,18.6,19.8,17.0,70,64,0.0,0
3897,1971,9,3,1013.5,1017.8,9.0,1.5,0.5,16.9,18.1,15.9,91,81,0.0,0
3898,1971,9,4,1008.3,1012.5,3.5,1.5,0.5,22.2,27.0,16.7,81,63,3.3,0
3899,1971,9,5,1001.8,1005.9,0.0,0.0,0.0,27.1,30.6,24.3,70,55,9.4,0
3900,1971,9,6,1003.5,1007.6,15.5,11.0,4.5,25.0,28.5,20.9,80,60,0.0,0
3901,1971,9,7,1006.1,1010.3,119.0,14.5,5.5,19.9,21.8,17.8,92,85,0.0,0
3902,1971,9,8,1005.6,1009.8,18.0,10.0,2.0,20.2,23.2,17.5,82,68,0.1,0
3903,1971,9,9,1013.3,1017.5,0.0,0.0,0.0,19.5,21.7,17.8,80,62,0.0,0
3904,1971,9,10,1010.4,1014.6,10.0,5.0,2.0,18.9,22.1,16.7,78,61,1.5,0
3905,1971,9,11,1001.1,1005.2,21.0,5.5,1.5,19.1,22.2,16.0,90,73,0.6,0
3906,1971,9,12,996.1,1000.1,10.5,5.5,2.0,21.1,23.2,18.7,91,83,0.0,0
3907,1971,9,13,999.0,1003.1,0.0,0.0,0.0,23.9,28.6,20.7,76,54,3.9,0
3908,1971,9,14,1007.9,1012.0,0.0,0.0,0.0,22.2,24.9,19.7,67,53,1.0,0
3909,1971,9,15,1009.8,1014.0,0.0,0.0,0.0,20.9,24.5,18.2,66,54,3.2,0
3910,1971,9,16,1011.2,1015.4,0.0,0.0,0.0,20.0,23.8,16.9,66,52,8.3,0
3911,1971,9,17,1012.5,1016.7,0.0,0.0,0.0,20.1,24.1,16.8,67,48,6.0,0
3912,1971,9,18,1012.1,1016.3,1.5,0.5,0.5,18.2,19.9,17.6,83,69,0.0,0
3913,1971,9,19,1009.7,1013.9,0.5,0.5,0.5,21.4,23.8,17.7,83,73,0.4,0
3914,1971,9,20,1010.6,1014.7,0.0,0.0,0.0,23.9,29.6,20.3,80,60,4.8,0
3915,1971,9,21,1016.9,1021.1,4.5,1.5,0.5,19.2,21.6,16.9,83,68,0.0,0
3916,1971,9,22,1017.2,1021.5,1.0,0.5,0.5,19.0,20.6,16.9,87,81,0.0,0
3917,1971,9,23,1015.5,1019.7,0.0,0.0,0.0,21.9,24.5,19.0,82,69,0.0,0
3918,1971,9,24,1008.9,1013.0,0.0,0.0,0.0,25.0,30.8,21.1,79,55,7.4,0
3919,1971,9,25,1009.0,1013.2,0.0,0.0,0.0,21.8,23.3,20.7,88,70,0.0,0
3920,1971,9,26,1002.7,1006.8,49.0,12.0,4.5,21.6,24.8,19.8,89,72,0.0,0
3921,1971,9,27,1002.0,1006.1,2.0,2.0,1.5,22.8,28.7,19.7,75,51,5.7,0
3922,1971,9,28,1006.1,1010.3,0.5,0.5,0.5,20.9,24.4,18.8,74,58,2.9,0
3923,1971,9,29,1009.0,1013.1,0.0,0.0,0.0,20.0,23.6,17.1,50,33,3.9,0
3924,1971,9,30,1013.4,1017.6,0.0,0.0,0.0,20.0,25.2,14.6,56,34,10.2,0
3925,1971,10,1,1015.4,1019.7,8.5,2.0,1.0,16.2,18.9,15.1,83,61,0.0,0
3926,1971,10,2,1004.5,1008.6,9.0,2.5,1.0,19.8,24.1,14.9,77,51,3.4,0
3927,1971,10,3,1010.1,1014.3,0.0,0.0,0.0,18.5,20.7,16.8,56,42,1.5,0
3928,1971,10,4,1015.6,1019.8,6.0,3.5,1.0,17.2,19.7,15.8,78,63,0.0,0
3929,1971,10,5,1010.4,1014.7,29.0,5.5,1.5,15.6,16.9,14.0,87,76,0.0,0
3930,1971,10,6,1014.0,1018.3,0.5,0.5,0.5,16.0,17.4,14.2,73,59,0.0,0
3931,1971,10,7,1015.5,1019.8,8.0,2.5,0.5,14.4,16.1,12.6,82,67,0.0,0
3932,1971,10,8,1021.2,1025.5,0.0,0.0,0.0,15.7,20.0,11.2,60,41,10.1,0
3933,1971,10,9,1018.5,1022.8,0.5,1.5,0.5,15.9,19.1,12.3,65,52,3.1,0
3934,1971,10,10,1011.2,1015.5,25.5,4.0,1.5,14.1,14.9,12.8,89,80,0.0,0
3935,1971,10,11,1002.4,1006.7,33.0,9.5,2.5,16.3,20.7,14.3,92,72,0.0,0
3936,1971,10,12,1001.6,1005.8,30.5,6.0,1.5,16.8,20.1,14.5,87,74,0.0,0
3937,1971,10,13,1014.4,1018.6,5.0,3.5,1.0,16.0,17.7,14.1,78,63,0.0,0
3938,1971,10,14,1019.2,1023.5,21.5,5.5,2.0,12.9,14.7,12.2,88,77,0.0,0
3939,1971,10,15,1012.3,1016.6,9.5,4.0,1.0,15.8,20.0,12.3,74,52,6.0,0
3940,1971,10,16,1010.4,1014.7,0.0,0.0,0.0,15.9,21.0,10.9,69,45,8.1,0
3941,1971,10,17,1010.7,1014.9,0.0,0.0,0.0,17.1,21.3,12.5,67,43,4.6,0
3942,1971,10,18,1017.0,1021.3,2.0,2.0,1.0,14.9,16.8,13.5,73,60,1.5,0
3943,1971,10,19,1021.0,1025.3,0.0,0.0,0.0,14.7,19.2,11.0,64,48,6.1,0
3944,1971,10,20,1021.3,1025.6,0.0,0.0,0.0,14.8,19.6,10.7,61,41,10.0,0
3945,1971,10,21,1024.2,1028.5,0.0,0.0,0.0,14.8,19.2,11.3,61,40,9.9,0
3946,1971,10,22,1019.5,1023.8,0.0,0.0,0.0,16.0,21.6,9.7,66,42,8.4,0
3947,1971,10,23,1009.6,1013.8,0.0,0.0,0.0,17.6,22.1,13.5,68,54,3.0,0
3948,1971,10,24,1009.7,1013.9,0.0,0.0,0.0,16.4,19.4,13.7,66,53,2.6,0
3949,1971,10,25,1014.1,1018.3,0.0,0.0,0.0,15.2,18.4,11.7,51,36,8.1,0
3950,1971,10,26,1004.8,1009.0,2.0,1.0,0.5,14.3,17.2,12.0,68,49,2.8,0
3951,1971,10,27,1007.5,1011.8,0.0,0.0,0.0,13.7,18.8,9.2,49,37,9.2,0
3952,1971,10,28,1016.4,1020.7,0.0,0.0,0.0,13.6,18.8,9.4,43,26,9.4,0
3953,1971,10,29,1020.9,1025.2,0.0,0.0,0.0,12.3,16.4,7.4,60,45,5.1,0
3954,1971,10,30,1009.4,1013.8,68.0,7.5,2.5,12.0,13.3,10.4,93,79,0.0,0
3955,1971,10,31,1001.3,1005.5,0.0,0.0,0.0,17.2,23.3,12.5,63,33,8.2,0
3956,1971,11,1,1014.5,1018.8,0.0,0.0,0.0,16.7,21.3,13.1,45,29,9.4,0
3957,1971,11,2,1023.6,1027.9,0.0,0.0,0.0,14.7,19.8,9.7,60,34,9.0,0
3958,1971,11,3,1023.8,1028.1,0.0,0.0,0.0,14.5,18.2,9.5,62,49,4.1,0
3959,1971,11,4,1013.6,1017.9,2.0,1.5,0.5,14.9,17.5,12.2,66,56,0.0,0
3960,1971,11,5,1012.2,1016.5,0.0,0.0,0.0,16.2,20.2,10.9,56,39,8.6,0
3961,1971,11,6,1015.2,1019.5,3.0,2.0,1.5,12.0,15.8,10.4,77,55,0.0,0
3962,1971,11,7,1007.9,1012.3,11.0,2.5,1.5,10.0,12.7,8.1,85,62,0.0,0
3963,1971,11,8,1011.4,1015.8,0.0,0.0,0.0,9.4,12.9,6.7,48,33,9.7,0
3964,1971,11,9,1017.4,1021.8,0.0,0.0,0.0,9.6,13.1,5.4,49,38,2.2,0
3965,1971,11,10,1016.0,1020.3,0.0,0.0,0.0,10.8,14.1,7.8,68,55,1.6,0
3966,1971,11,11,1018.6,1022.9,0.0,0.0,0.0,12.5,17.7,7.1,56,28,8.9,0
3967,1971,11,12,1023.4,1027.7,0.0,0.0,0.0,12.8,16.6,7.8,59,51,5.1,0
3968,1971,11,13,1023.4,1027.7,0.0,0.0,0.0,14.1,19.0,9.7,66,49,6.0,0
3969,1971,11,14,1013.9,1018.2,0.0,0.0,0.0,14.1,16.8,11.2,67,57,0.5,0
3970,1971,11,15,1006.9,1011.2,9.5,2.5,1.0,13.2,15.9,9.8,75,55,0.0,0
3971,1971,11,16,1013.1,1017.5,4.5,2.5,0.5,9.8,11.6,7.8,63,40,0.0,0
3972,1971,11,17,1018.2,1022.6,0.0,0.0,0.0,10.3,11.4,8.6,63,54,0.0,0
3973,1971,11,18,1017.3,1021.7,0.5,0.5,0.5,10.3,11.7,8.6,67,53,0.0,0
3974,1971,11,19,1020.4,1024.8,0.0,0.0,0.0,10.1,14.2,5.0,58,36,8.6,0
3975,1971,11,20,1021.4,1025.8,0.0,0.0,0.0,10.0,15.7,4.9,65,44,6.2,0
3976,1971,11,21,1016.4,1020.8,0.0,0.0,0.0,10.9,16.4,6.0,57,34,8.7,0
3977,1971,11,22,1009.8,1014.2,0.0,0.0,0.0,11.0,17.9,5.6,55,35,8.9,0
3978,1971,11,23,1014.3,1018.7,0.0,0.0,0.0,10.8,14.3,7.5,55,39,7.2,0
3979,1971,11,24,1010.2,1014.6,0.0,0.0,0.0,11.2,16.3,6.4,58,30,7.4,0
3980,1971,11,25,1010.1,1014.4,0.0,0.0,0.0,12.5,17.6,6.3,50,34,8.7,0
3981,1971,11,26,1009.9,1014.3,0.0,0.0,0.0,12.6,17.5,6.0,60,39,7.5,0
3982,1971,11,27,1010.5,1014.9,0.0,0.0,0.0,11.3,15.2,8.8,65,59,1.6,0
3983,1971,11,28,1009.3,1013.6,0.0,0.0,0.0,12.2,17.8,6.3,66,36,8.5,0
3984,1971,11,29,1003.9,1008.2,0.0,0.0,0.0,11.5,17.6,4.0,43,26,7.7,0
3985,1971,11,30,1009.1,1013.5,0.0,0.0,0.0,6.7,12.6,1.5,48,21,8.6,0
3986,1971,12,1,1013.1,1017.5,0.0,0.0,0.0,8.1,13.4,2.3,50,22,7.9,0
3987,1971,12,2,1013.4,1017.8,0.0,0.0,0.0,8.2,12.8,2.7,60,38,6.0,0
3988,1971,12,3,1000.6,1004.9,0.0,0.0,0.0,13.0,19.3,5.4,58,34,8.4,0
3989,1971,12,4,1010.3,1014.7,0.0,0.0,0.0,10.3,14.5,7.1,41,27,8.1,0
3990,1971,12,5,1011.5,1015.9,0.0,0.0,0.0,10.1,15.7,4.9,53,44,8.6,0
3991,1971,12,6,1002.7,1006.9,0.0,0.0,0.0,13.9,18.8,7.9,49,24,8.4,0
3992,1971,12,7,1004.6,1009.0,0.0,0.0,0.0,7.3,12.1,3.2,40,21,8.8,0
3993,1971,12,8,1010.1,1014.5,0.0,0.0,0.0,7.7,13.5,4.3,37,19,8.6,0
3994,1971,12,9,1014.0,1018.5,0.0,0.0,0.0,5.9,10.3,1.0,52,30,8.3,0
3995,1971,12,10,1020.0,1024.5,0.0,0.0,0.0,6.7,12.6,1.8,47,21,8.2,0
3996,1971,12,11,1016.9,1021.3,0.0,0.0,0.0,9.3,14.1,1.7,52,30,8.3,0
3997,1971,12,12,1006.5,1010.9,0.0,0.0,0.0,10.1,14.8,4.0,56,36,7.2,0
3998,1971,12,13,1020.9,1025.4,0.0,0.0,0.0,6.6,10.3,3.0,44,28,8.5,0
3999,1971,12,14,1017.3,1021.7,0.0,0.0,0.0,8.9,15.4,1.9,52,38,8.0,0
4000,1971,12,15,1007.2,1011.6,6.5,5.5,2.0,8.4,13.4,4.6,52,37,4.2,0
4001,1971,12,16,1015.0,1019.4,0.0,0.0,0.0,6.6,10.0,2.9,49,31,8.0,0
4002,1971,12,17,1017.4,1021.8,0.0,0.0,0.0,7.3,11.4,1.2,58,41,7.5,0
4003,1971,12,18,1017.3,1021.8,0.0,0.0,0.0,7.6,12.9,2.8,59,45,4.2,0
4004,1971,12,19,1014.2,1018.6,0.0,0.0,0.0,7.4,9.0,5.0,59,52,0.0,0
4005,1971,12,20,1018.2,1022.6,0.0,0.0,0.0,7.8,8.9,6.7,75,70,0.0,0
4006,1971,12,21,1013.9,1018.3,0.0,0.0,0.0,8.5,11.8,6.6,78,59,2.9,0
4007,1971,12,22,1015.5,1019.9,0.0,0.0,0.0,6.0,9.2,2.6,53,34,2.0,0
4008,1971,12,23,1015.1,1019.6,0.0,0.0,0.0,6.4,9.9,3.6,43,32,2.1,0
4009,1971,12,24,1018.7,1023.2,0.0,0.0,0.0,6.0,9.1,2.4,48,33,8.1,0
4010,1971,12,25,1015.6,1020.0,0.0,0.0,0.0,6.6,10.5,2.9,53,43,5.1,0
4011,1971,12,26,1008.2,1012.6,0.0,0.0,0.0,8.0,10.1,5.4,70,55,0.0,0
4012,1971,12,27,1004.4,1008.7,43.0,12.0,2.5,8.3,9.7,7.4,88,70,0.0,0
4013,1971,12,28,1014.0,1018.4,0.0,0.0,0.0,6.6,10.1,3.6,42,31,5.4,0
4014,1971,12,29,1029.8,1034.3,0.0,0.0,0.0,4.8,8.4,1.1,52,42,6.7,0
4015,1971,12,30,1025.2,1029.7,5.5,3.0,1.0,4.3,5.6,2.1,69,54,0.0,0
4016,1971,12,31,1015.7,1020.1,0.0,1.0,0.0,9.1,15.3,4.9,79,50,2.9,0
8766,1985,1,1,1019.1,1023.6,0.0,0.0,0.0,4.7,9.4,-0.2,55,35,8.8,0
8767,1985,1,2,1020.3,1024.8,0.0,0.0,0.0,5.1,9.8,1.4,46,33,8.9,0
8768,1985,1,3,1014.7,1019.2,0.0,0.0,0.0,3.8,5.8,1.5,67,44,2.9,0
8769,1985,1,4,1008.8,1013.2,0.0,0.0,0.0,4.5,9.3,1.7,51,31,2.9,0
8770,1985,1,5,1011.3,1015.8,0.0,0.0,0.0,3.0,7.2,0.4,38,26,7.6,0
8771,1985,1,6,1012.6,1017.1,0.0,0.0,0.0,2.5,6.4,-0.8,46,35,8.9,0
8772,1985,1,7,1015.9,1020.4,0.0,0.0,0.0,3.3,6.6,-0.4,44,32,7.6,0
8773,1985,1,8,1018.2,1022.7,0.0,0.0,0.0,4.6,8.3,0.8,40,25,5.4,0
8774,1985,1,9,1016.4,1020.9,0.0,0.0,0.0,4.8,9.3,0.9,47,32,8.4,0
8775,1985,1,10,1008.4,1012.8,0.0,0.0,0.0,6.8,12.1,2.6,59,45,5.2,0
8776,1985,1,11,1010.1,1014.5,0.0,0.0,0.0,7.8,10.8,4.6,51,35,6.4,0
8777,1985,1,12,1010.1,1014.5,0.0,0.0,0.0,4.7,8.0,2.4,78,68,0.2,0
8778,1985,1,13,1005.1,1009.5,0.0,0.0,0.0,5.1,9.3,0.6,59,36,6.3,0
8779,1985,1,14,1005.3,1009.7,0.0,0.0,0.0,3.3,8.4,-0.4,41,14,8.7,0
8780,1985,1,15,1014.9,1019.4,0.0,0.0,0.0,2.5,6.0,-1.2,49,30,7.2,0
8781,1985,1,16,1008.1,1012.5,0.0,0.0,0.0,6.6,13.5,-1.1,44,25,9.1,0
8782,1985,1,17,1014.9,1019.4,0.0,0.0,0.0,2.6,6.1,0.3,37,26,9.1,0
8783,1985,1,18,1021.6,1026.2,0.0,0.0,0.0,2.1,5.4,-1.8,38,30,6.8,0
8784,1985,1,19,1020.6,1025.1,0.0,0.0,0.0,3.2,6.9,-0.9,52,41,8.2,0
8785,1985,1,20,1006.1,1010.5,0.0,0.0,0.0,6.4,11.5,2.5,51,39,8.3,0
8786,1985,1,21,1009.9,1014.3,0.0,0.0,0.0,5.3,8.9,2.8,33,24,9.1,0
8787,1985,1,22,1013.3,1017.8,0.0,0.0,0.0,5.5,8.6,1.5,44,31,6.1,0
8788,1985,1,23,1010.6,1015.0,0.0,0.0,0.0,6.2,11.4,1.2,43,32,8.4,0
8789,1985,1,24,1011.5,1015.9,0.0,0.0,0.0,3.8,5.6,2.5,56,40,0.1,0
8790,1985,1,25,1013.7,1018.2,0.0,0.0,0.0,2.6,6.1,0.6,34,24,6.8,0
8791,1985,1,26,1018.7,1023.3,0.0,0.0,0.0,2.1,7.0,-2.2,38,27,9.3,0
8792,1985,1,27,1023.2,1027.7,0.0,0.0,0.0,2.6,5.0,-1.3,47,39,0.4,0
8793,1985,1,28,1009.4,1013.8,4.5,3.0,1.0,5.7,12.1,0.6,57,36,5.0,0
8794,1985,1,29,1007.3,1011.7,0.0,0.0,0.0,2.5,4.9,0.3,64,40,0.0,0
8795,1985,1,30,1007.1,1011.6,0.0,0.0,0.0,0.9,3.9,-2.5,44,21,9.6,0
8796,1985,1,31,1011.1,1015.5,0.0,0.0,0.0,3.3,7.8,-2.4,38,27,9.2,0
8797,1985,2,1,1003.1,1007.5,0.0,0.0,0.0,7.2,13.4,-1.3,45,26,9.7,0
8798,1985,2,2,1004.8,1009.1,1.0,1.0,0.5,7.5,11.6,3.9,57,34,9.0,0
8799,1985,2,3,1003.5,1007.9,0.0,0.0,0.0,6.3,10.7,2.3,73,46,6.3,0
8800,1985,2,4,1009.3,1013.7,0.0,0.0,0.0,7.6,10.5,3.1,56,33,8.5,0
8801,1985,2,5,1010.6,1015.0,2.0,1.0,0.5,5.6,8.0,4.7,73,40,0.0,0
8802,1985,2,6,1009.3,1013.7,0.0,0.0,0.0,8.4,10.7,4.8,73,54,1.3,0
8803,1985,2,7,1010.2,1014.6,0.0,0.0,0.0,10.2,14.0,7.0,66,45,5.5,0
8804,1985,2,8,1017.2,1021.7,2.0,1.0,0.5,6.9,9.9,4.8,75,64,0.0,0
8805,1985,2,9,1005.3,1009.7,59.5,7.0,2.5,5.5,8.9,3.5,96,91,0.0,0
8806,1985,2,10,989.2,993.4,0.0,0.0,0.0,9.1,14.7,6.8,87,43,4.4,0
8807,1985,2,11,1003.5,1007.8,0.0,0.0,0.0,7.4,11.4,4.9,35,26,9.9,0
